search_id,patient_id,search_query,filters_applied,treatment_clicked,country_clicked,clicked_clinic_id,time_on_search_page,timestamp
1329,69d53317-6dc7-4587-8d40-b648235398a6,mental health support,"verified, feature:luxury",ivf treatment,Saudi Arabia,937,293,2025-02-28 14:19:31
1330,f11cc0a4-bf06-4520-988a-617b254338df,cheap surrogacy,"verified, rating:4+, specialty:cosmetic",cosmetic surgery,Philippines,727,244,2025-02-19 14:19:31
1331,157c6813-e581-420f-9c0d-b2660e29ed9a,dental implants,"language:english, feature:financing",knee replacement,Ukraine,1031,183,2025-01-18 14:19:31
1332,95eef45c-a9c3-440d-a411-a9d79030fb0c,mental health support,specialty:fertility,cosmetic surgery,Greece,1344,185,2025-01-25 14:19:31
1333,580661f1-7820-4426-b134-1ab8b9e8d781,cheap surrogacy,"rating:4+, specialty:fertility, feature:luxury",hair transplant,Bulgaria,1608,206,2025-04-10 14:19:31
1334,5e8a10da-13fc-427f-b237-cf5b36fc1c46,dermatology clinic,"rating:4+, specialty:fertility, feature:luxury, specialty:dental",cardiology clinic,Czech Republic,1430,183,2025-02-03 14:19:31
1335,18302082-69bb-43c4-acc7-21f082ba0fed,mental health support,verified,cosmetic surgery,Mexico,61,123,2025-04-06 14:19:31
1336,04110e35-d0e3-4b2b-9ca6-4c3330d867cd,ivf treatment,"rating:4+, language:english, feature:telemedicine, language:spanish",knee replacement,Israel,1656,58,2025-03-27 14:19:31
1337,21939b93-77ed-48d9-a82e-6889b7174acf,mental health support,"specialty:dental, verified, feature:luxury, feature:financing",ivf treatment,Turkey,77,231,2025-03-02 14:19:31
1338,7a44bd05-cd32-4878-a83e-c3a01445587e,dental implants,"language:english, specialty:dental",dermatology clinic,Czech Republic,1431,198,2025-04-01 14:19:31
1339,f77aefe1-5761-4099-83db-ea42cece36ae,cheap surrogacy,"feature:telemedicine, feature:luxury",dermatology clinic,Russia,1006,151,2025-03-21 14:19:31
1340,ff08c739-4c1d-4e43-8c2b-03e443e1346d,cosmetic surgery,"feature:financing, feature:telemedicine, specialty:dental, feature:luxury",ivf treatment,Mexico,50,109,2025-04-14 14:19:31
1341,c0e5d883-c0d2-401b-a6cf-fe043ed5e52e,cosmetic surgery,language:english,mental health support,Slovenia,1586,295,2025-02-08 14:19:31
1342,2041e7ed-e13f-4740-bd74-0fe0b8088e14,ivf treatment,"specialty:fertility, feature:financing, rating:4+",knee replacement,Italy,390,297,2025-02-17 14:19:31
1343,0d9ff83d-70a3-4883-8c58-2872a2fba345,cardiology clinic,"specialty:cosmetic, feature:financing, specialty:fertility",ivf treatment,Israel,1642,229,2025-02-23 14:19:31
1344,a95d3271-bd92-47a4-9d2a-e042042a2f64,mental health support,specialty:cosmetic,cosmetic surgery,India,161,269,2025-03-11 14:19:31
1345,2275b1e2-f141-42c7-a0dc-ec7d3b172319,ivf treatment,"feature:telemedicine, verified, language:english, feature:financing",hair transplant,Canada,459,133,2025-02-28 14:19:31
1346,7ce71cca-de1d-4653-9112-8bb8e7b2df91,cardiology clinic,specialty:fertility,ivf treatment,South Africa,590,278,2025-02-04 14:19:31
1347,5d411ac5-335d-4b46-85b3-75aa0f546781,plastic surgery abroad,"language:spanish, verified, specialty:dental",dermatology clinic,Finland,1194,139,2025-01-25 14:19:31
1348,b52f80c9-d9ee-4678-8112-f0ffeba46463,dental implants,"language:spanish, feature:luxury, feature:telemedicine",dental implants,Vietnam,686,76,2025-03-23 14:19:31
1349,017c75c5-a873-49fe-981d-c53044f20d97,cardiology clinic,feature:telemedicine,ivf treatment,Russia,1011,293,2025-01-30 14:19:31
1350,adbd2e33-ef6e-4295-9c8a-f485b98050a6,dental implants,"specialty:dental, language:spanish, specialty:cosmetic",dermatology clinic,Sweden,1130,71,2025-03-15 14:19:31
1351,56d2bb12-af5a-4636-a8b8-d2529670cd19,dental implants,verified,plastic surgery abroad,Russia,1018,120,2025-01-25 14:19:31
1352,e124c3f2-5132-4e68-a1a0-54a970583380,mental health support,"feature:luxury, feature:telemedicine, verified, rating:4+",knee replacement,Mexico,54,278,2025-01-31 14:19:31
1353,0976e09f-1593-4f42-8d31-29b3e1878e93,mental health support,feature:financing,dental implants,Russia,988,203,2025-03-01 14:19:31
1354,8de6e6b3-bb27-46bc-9888-f0d99423251e,cosmetic surgery,"language:spanish, feature:financing, specialty:fertility, verified",ivf treatment,UAE,897,193,2025-03-04 14:19:31
1355,6f9d1d74-f82c-4ad8-9d03-7a064cad66c5,cardiology clinic,"verified, feature:telemedicine, feature:financing, specialty:cosmetic",dental implants,Finland,1206,121,2025-02-25 14:19:31
1356,4dbc217c-7e64-444f-be67-8797f16c084e,plastic surgery abroad,verified,knee replacement,Hungary,1475,34,2025-04-09 14:19:31
1357,daf93e99-fc26-4da6-8a64-0fc16843a5c3,cosmetic surgery,"specialty:fertility, feature:luxury, verified, specialty:cosmetic",cheap surrogacy,Philippines,717,130,2025-03-12 14:19:31
1358,08697ffa-0936-4f02-b5ac-0819714b5c03,cheap surrogacy,"rating:4+, specialty:dental, feature:financing, verified",plastic surgery abroad,Japan,513,110,2025-02-14 14:19:31
1359,873f3f03-0f8a-479c-b6db-bb2c3b5e2d65,cardiology clinic,"rating:4+, feature:luxury",plastic surgery abroad,Argentina,752,154,2025-01-25 14:19:31
1360,4cdedddb-c3f9-478c-af70-4164bf164454,plastic surgery abroad,"language:english, feature:financing, specialty:dental",cardiology clinic,Thailand,111,215,2025-01-18 14:19:31
1361,4da273ed-5fdc-4844-bdb3-7e454e0f89b9,cheap surrogacy,"feature:luxury, specialty:dental, feature:telemedicine, feature:financing",knee replacement,Poland,1067,161,2025-02-07 14:19:31
1362,1138978b-45fb-4e8a-963b-04fa9784713d,ivf treatment,"specialty:fertility, verified, feature:telemedicine",dermatology clinic,Czech Republic,1431,237,2025-04-04 14:19:31
1363,039479c1-c363-461f-9400-9191d1d06bcd,dermatology clinic,feature:luxury,cheap surrogacy,South Korea,570,201,2025-03-11 14:19:31
1364,2a112eab-c5ba-46af-bb60-be1c66d29752,ivf treatment,feature:luxury,mental health support,Denmark,1249,258,2025-04-16 14:19:31
1365,b9a01137-63d6-4dd8-95a1-541489953dd1,mental health support,"rating:4+, verified, feature:telemedicine, specialty:dental",cosmetic surgery,Argentina,777,225,2025-02-09 14:19:31
1366,99b32070-74fa-45ce-889a-c27e628103f0,hair transplant,feature:financing,cardiology clinic,Serbia,1563,18,2025-01-31 14:19:31
1367,e4fb2a3b-dc05-4e03-93f4-71e72cba1bc6,cardiology clinic,"specialty:cosmetic, feature:telemedicine, verified",cheap surrogacy,Vietnam,699,227,2025-02-23 14:19:31
1368,0abe8257-8ffe-48c9-92d8-1eb31a140609,dental implants,feature:financing,hair transplant,Colombia,795,278,2025-02-18 14:19:31
1369,30c7809b-3401-45bd-b6ac-1c8e3977c7b4,cheap surrogacy,"specialty:fertility, language:spanish, rating:4+",knee replacement,Romania,1528,72,2025-04-17 14:19:31
1370,683199c6-f480-4da5-a68c-13481046e3df,hair transplant,feature:telemedicine,plastic surgery abroad,Slovenia,1580,156,2025-03-06 14:19:31
1371,c78cd2c3-6374-4d14-a9b6-7b14354e15ec,mental health support,specialty:cosmetic,cardiology clinic,South Korea,562,142,2025-01-24 14:19:31
1372,69958fd1-d891-4adf-b41c-612aa2491260,cheap surrogacy,specialty:dental,cheap surrogacy,Indonesia,629,169,2025-03-16 14:19:31
1373,871d5bfc-e674-40de-879f-b5f3d3b68150,cosmetic surgery,"rating:4+, verified, specialty:cosmetic, feature:financing",dental implants,Qatar,956,188,2025-02-16 14:19:31
1374,f77aefe1-5761-4099-83db-ea42cece36ae,plastic surgery abroad,"language:spanish, verified",ivf treatment,Norway,1187,146,2025-01-30 14:19:31
1375,532da8fe-73fe-4e1d-b36d-eb139f534d9a,cardiology clinic,rating:4+,hair transplant,France,369,146,2025-03-16 14:19:31
1376,8d41d660-82fc-4908-97c3-05fc36b74e27,dermatology clinic,"feature:telemedicine, specialty:fertility",cheap surrogacy,Spain,301,30,2025-03-20 14:19:31
1377,caf07226-7e00-4029-847f-9b05851b5f38,dental implants,"feature:financing, rating:4+",cardiology clinic,Norway,1188,26,2025-02-07 14:19:31
1378,49bb1313-294d-45fc-8553-9a506facc50d,knee replacement,feature:luxury,dental implants,Japan,528,185,2025-02-08 14:19:31
1379,49bb1313-294d-45fc-8553-9a506facc50d,dental implants,"language:english, specialty:dental",plastic surgery abroad,India,159,232,2025-04-04 14:19:31
1380,5b44e6ed-7107-4f2e-8a71-53507eb27900,ivf treatment,"feature:telemedicine, language:english",cardiology clinic,Norway,1169,217,2025-04-09 14:19:31
1381,bf3d5023-1406-42a8-af61-e334360893b2,mental health support,"specialty:fertility, verified, language:english",cardiology clinic,Denmark,1244,176,2025-02-25 14:19:31
1382,59afb1d1-3bdc-4ce0-9875-e4dad830dffe,cardiology clinic,"feature:luxury, verified, specialty:fertility, rating:4+",hair transplant,Turkey,92,81,2025-02-02 14:19:31
1383,f93c8859-011b-4348-8981-1f35c10750bc,ivf treatment,"language:english, feature:financing",plastic surgery abroad,Hungary,1466,181,2025-03-22 14:19:31
1384,a0d80651-3338-42d1-a691-c66400c99370,cheap surrogacy,specialty:fertility,ivf treatment,Argentina,781,44,2025-03-21 14:19:31
1385,2d921dab-4152-4bff-a61b-973817b16c43,plastic surgery abroad,"feature:financing, specialty:dental, verified, feature:luxury",plastic surgery abroad,Qatar,968,271,2025-02-21 14:19:31
1386,e1228e75-4719-4f5c-b69b-d5963f10938c,hair transplant,"specialty:cosmetic, feature:luxury",cardiology clinic,Australia,500,129,2025-03-03 14:19:31
1387,be015802-d2eb-4277-b64d-4de0a92a9880,dermatology clinic,"specialty:dental, feature:telemedicine, rating:4+",mental health support,Romania,1501,190,2025-04-08 14:19:31
1388,68028b3b-a4f9-44fc-8449-21b6cfef7811,plastic surgery abroad,language:english,dermatology clinic,Greece,1339,122,2025-02-20 14:19:31
1389,e9365d1b-3494-4114-9ef1-4d581e392331,mental health support,"specialty:cosmetic, specialty:fertility",knee replacement,Netherlands,1102,213,2025-01-22 14:19:31
1390,7d57ef69-332a-435a-833d-3df15e11a680,cosmetic surgery,"feature:luxury, language:english, feature:financing",ivf treatment,Brazil,242,214,2025-02-24 14:19:31
1391,429e09bd-7862-446c-892e-44b72ee25989,cosmetic surgery,"feature:telemedicine, specialty:fertility, rating:4+, verified",ivf treatment,France,342,219,2025-03-16 14:19:31
1392,0bf2fb51-c4f5-403e-9af1-128cc8ee46bf,plastic surgery abroad,"specialty:dental, specialty:fertility, verified, language:spanish",dental implants,Egypt,884,90,2025-04-09 14:19:31
1393,dc409942-a8cf-4936-8e81-b2f02d474c4f,plastic surgery abroad,"language:spanish, language:english, specialty:fertility, feature:telemedicine",plastic surgery abroad,Belgium,1428,128,2025-03-12 14:19:31
1394,42fc7edf-813a-4aa5-bd81-0c217f764fce,cardiology clinic,"specialty:cosmetic, specialty:dental, verified",cardiology clinic,India,152,234,2025-02-25 14:19:31
1395,155287c7-0b96-4346-a498-da39d7c8f02c,dermatology clinic,"feature:luxury, rating:4+, specialty:fertility, language:english",cheap surrogacy,Italy,376,265,2025-04-08 14:19:31
1396,fa4ffba8-c437-4d89-9a4e-b9f3ad2e4db8,dental implants,"rating:4+, language:spanish, language:english",cosmetic surgery,UAE,899,265,2025-02-02 14:19:31
1397,683199c6-f480-4da5-a68c-13481046e3df,ivf treatment,"feature:luxury, rating:4+",dental implants,Vietnam,699,293,2025-02-11 14:19:31
1398,59afb1d1-3bdc-4ce0-9875-e4dad830dffe,plastic surgery abroad,"feature:luxury, language:english, language:spanish, specialty:fertility",cosmetic surgery,Serbia,1551,78,2025-04-13 14:19:31
1399,69d53317-6dc7-4587-8d40-b648235398a6,knee replacement,"feature:financing, feature:luxury, language:english, verified",hair transplant,Vietnam,712,89,2025-04-03 14:19:31
1400,bc06e86b-922b-4fb2-9ca7-99723c6d3173,hair transplant,"rating:4+, feature:telemedicine, specialty:fertility, specialty:cosmetic",cheap surrogacy,Japan,532,59,2025-03-20 14:19:31
1401,dbe83664-302f-420e-b874-05cab22f2e91,hair transplant,"specialty:dental, feature:telemedicine",plastic surgery abroad,Sweden,1131,91,2025-04-15 14:19:31
1402,afad328e-a5c9-4f20-b967-26aaad2b2c82,dental implants,"verified, rating:4+",dental implants,Singapore,1685,194,2025-03-23 14:19:31
1403,a84d5f25-abf2-4369-9d0a-06d3e592ee7c,cheap surrogacy,"rating:4+, feature:financing, specialty:fertility, language:spanish",hair transplant,Saudi Arabia,930,61,2025-01-18 14:19:31
1404,9696dc6c-671a-4de5-86b8-afefad443c48,ivf treatment,"language:spanish, rating:4+, feature:luxury, verified",hair transplant,Spain,281,64,2025-03-04 14:19:31
1405,15d1e2f8-2bd7-4038-8149-2b7a4968fdf2,ivf treatment,"specialty:dental, language:english",plastic surgery abroad,Georgia,321,176,2025-03-14 14:19:31
1406,18643b6a-12b3-45eb-8198-002998e1d54c,plastic surgery abroad,language:english,mental health support,Turkey,79,56,2025-01-18 14:19:31
1407,55a8d6a1-5d1d-4cb7-a5a7-e280277fecc6,plastic surgery abroad,"feature:telemedicine, feature:financing, verified",dental implants,Portugal,1300,130,2025-04-01 14:19:31
1408,79f7f38c-6359-45ce-a2aa-6dc77208838e,mental health support,"feature:telemedicine, feature:luxury",cosmetic surgery,Qatar,963,253,2025-03-26 14:19:31
1409,bc0dbd13-a70a-409d-ac50-c260f0f24933,dermatology clinic,"specialty:fertility, feature:telemedicine, specialty:dental",knee replacement,Poland,1058,6,2025-02-22 14:19:31
1410,70249792-6578-4d0c-9aec-8b70ac0e7307,dermatology clinic,"specialty:fertility, verified",hair transplant,Egypt,857,199,2025-01-28 14:19:31
1411,d5016ada-189a-435d-aa5f-89ca5bea530d,knee replacement,"rating:4+, feature:financing, specialty:fertility",knee replacement,Indonesia,615,154,2025-01-23 14:19:31
1412,bf715a28-47ef-4886-95b5-b7b0f92edfa1,dermatology clinic,"specialty:cosmetic, language:english, rating:4+, specialty:fertility",knee replacement,Germany,198,62,2025-03-13 14:19:31
1413,6f669013-869d-4cb7-b7f5-155a039d08d0,dermatology clinic,"feature:telemedicine, language:spanish, specialty:dental",dermatology clinic,France,361,168,2025-01-24 14:19:31
1414,caf07226-7e00-4029-847f-9b05851b5f38,cardiology clinic,"specialty:fertility, rating:4+, feature:financing, feature:luxury",knee replacement,Chile,844,19,2025-03-12 14:19:31
1415,cdb4adab-ca27-4d69-8226-4ba40775d778,plastic surgery abroad,"language:spanish, verified",cardiology clinic,Sweden,1152,138,2025-01-22 14:19:31
1416,e1228e75-4719-4f5c-b69b-d5963f10938c,mental health support,"rating:4+, language:spanish, feature:financing, specialty:fertility",hair transplant,Thailand,112,253,2025-03-21 14:19:31
1417,6372d635-7141-4f58-9b8e-c35b3c83861e,dental implants,"rating:4+, language:spanish, feature:telemedicine",cosmetic surgery,Norway,1173,279,2025-03-23 14:19:31
1418,f287b989-dbbf-46ed-883b-64679c1267d2,ivf treatment,"specialty:fertility, feature:financing, verified",dental implants,Hungary,1480,199,2025-04-07 14:19:31
1419,f287b989-dbbf-46ed-883b-64679c1267d2,cardiology clinic,"feature:financing, specialty:dental, verified",knee replacement,Poland,1063,190,2025-02-09 14:19:31
1420,d7232ce3-1348-4fb3-8982-a300f95f17e6,cosmetic surgery,"feature:telemedicine, feature:luxury, specialty:fertility, rating:4+",mental health support,Malaysia,679,115,2025-02-07 14:19:31
1421,bc0dbd13-a70a-409d-ac50-c260f0f24933,knee replacement,verified,plastic surgery abroad,Mexico,42,57,2025-02-13 14:19:31
1422,2e904b5c-5e1b-415f-aa1c-701b159b2b6b,dermatology clinic,specialty:fertility,hair transplant,South Africa,580,17,2025-03-20 14:19:31
1423,4c32a0a2-b452-4738-a073-09de6a8f7654,knee replacement,feature:luxury,ivf treatment,Serbia,1536,198,2025-01-25 14:19:31
1424,3977fd2f-9205-4da0-a264-3336d5ad86bc,cosmetic surgery,"specialty:dental, specialty:cosmetic, feature:financing",mental health support,Ukraine,1034,15,2025-04-17 14:19:31
1425,9b125dfb-2804-435a-b311-65e02c5cce54,plastic surgery abroad,"specialty:dental, language:spanish",cheap surrogacy,Italy,398,164,2025-03-08 14:19:31
1426,30c7809b-3401-45bd-b6ac-1c8e3977c7b4,plastic surgery abroad,feature:luxury,dermatology clinic,South Korea,562,108,2025-04-06 14:19:31
1427,097913a0-e7d9-4c1b-a59c-aeed6c097204,cheap surrogacy,"language:spanish, feature:luxury, specialty:cosmetic, verified",mental health support,Canada,456,292,2025-03-14 14:19:31
1428,df266424-7fcc-4456-a0bc-2fa0fa801062,hair transplant,"language:spanish, verified",mental health support,Russia,1018,195,2025-02-08 14:19:31
1429,f05ff9c3-9f69-4cde-beaa-7a911defd401,ivf treatment,"feature:telemedicine, verified, language:spanish, rating:4+",dermatology clinic,Canada,476,194,2025-02-16 14:19:31
1430,61a2d612-9a2f-4701-b3af-bb098c126e0e,ivf treatment,"language:english, specialty:fertility, specialty:dental",plastic surgery abroad,Germany,196,91,2025-03-23 14:19:31
1431,2041e7ed-e13f-4740-bd74-0fe0b8088e14,dermatology clinic,"specialty:dental, specialty:fertility",cheap surrogacy,Chile,826,247,2025-02-11 14:19:31
1432,56d2bb12-af5a-4636-a8b8-d2529670cd19,cheap surrogacy,"verified, rating:4+",mental health support,Japan,517,164,2025-03-06 14:19:31
1433,b69f627c-fae4-4d7c-a1b1-087efa4cb559,cosmetic surgery,language:english,cheap surrogacy,Belgium,1412,213,2025-04-18 14:19:31
1434,cdb4adab-ca27-4d69-8226-4ba40775d778,knee replacement,"feature:financing, rating:4+, language:english, specialty:cosmetic",cardiology clinic,Australia,483,241,2025-01-18 14:19:31
1435,df266424-7fcc-4456-a0bc-2fa0fa801062,plastic surgery abroad,specialty:dental,ivf treatment,Egypt,872,197,2025-04-02 14:19:31
1436,104c6350-ce8b-46a2-882f-2fb980e3fe4f,dental implants,"feature:financing, specialty:dental",knee replacement,France,341,229,2025-04-04 14:19:31
1437,36daa93a-6c91-4882-a12e-73c7fb368cf4,mental health support,"specialty:fertility, feature:financing, rating:4+, specialty:dental",plastic surgery abroad,Serbia,1534,219,2025-02-26 14:19:31
1438,173d5030-077d-4688-99fe-1c45abac7bf8,hair transplant,language:spanish,hair transplant,South Africa,603,272,2025-03-08 14:19:31
1439,1397a29f-8d0d-46f6-8c37-eb80918b8e18,cardiology clinic,"specialty:fertility, feature:luxury",knee replacement,Poland,1072,195,2025-02-11 14:19:31
1440,6ff6881f-77dd-462b-8a6b-836b157f108b,hair transplant,"rating:4+, feature:telemedicine, language:english, specialty:cosmetic",cosmetic surgery,Hungary,1475,89,2025-02-10 14:19:31
1441,b2904e73-72c5-43e9-98c5-8875a56c0a56,dermatology clinic,language:english,cosmetic surgery,Egypt,853,81,2025-02-17 14:19:31
1442,70249792-6578-4d0c-9aec-8b70ac0e7307,dental implants,"feature:telemedicine, specialty:cosmetic, specialty:dental",dermatology clinic,Netherlands,1102,174,2025-04-06 14:19:31
1443,79c5f45a-cd6c-48dd-974f-9844e50ea3ec,cheap surrogacy,"specialty:cosmetic, specialty:fertility, specialty:dental, feature:financing",plastic surgery abroad,Portugal,1304,120,2025-03-05 14:19:31
1444,2ea5312a-c942-46e8-adf7-21e0767f3c15,dental implants,"feature:luxury, specialty:cosmetic",mental health support,Singapore,1681,161,2025-03-02 14:19:31
1445,80e1be4d-c4c6-48eb-94ee-d98795e7c6e4,mental health support,"feature:financing, specialty:cosmetic, feature:telemedicine",cheap surrogacy,India,159,83,2025-04-05 14:19:31
1446,d544c79b-6ab7-4840-b5b5-ac7163ef5e69,knee replacement,"specialty:fertility, feature:luxury, specialty:dental",plastic surgery abroad,Brazil,260,201,2025-03-07 14:19:31
1447,1edfc59e-2775-4e9d-a770-c217f455af73,cheap surrogacy,"specialty:cosmetic, rating:4+, feature:telemedicine",dental implants,France,345,123,2025-03-22 14:19:31
1448,79cfc04f-5b29-417a-a675-d5e2f1773294,cheap surrogacy,"specialty:fertility, specialty:cosmetic",dental implants,Qatar,974,170,2025-04-09 14:19:31
1449,88859ae5-aa5f-4dfc-a0b3-da83f0029577,dental implants,"feature:financing, rating:4+",dermatology clinic,Egypt,872,172,2025-03-11 14:19:31
1450,0d9ff83d-70a3-4883-8c58-2872a2fba345,ivf treatment,"feature:financing, language:spanish",mental health support,Argentina,773,247,2025-03-04 14:19:31
1451,5fecaa6e-8891-4cf5-bd88-23d20e512083,plastic surgery abroad,"feature:financing, specialty:dental, feature:telemedicine",hair transplant,France,341,78,2025-02-22 14:19:31
1452,52bb530d-486f-4c8f-a4c5-dae5cd32e712,dermatology clinic,"feature:luxury, specialty:dental, language:spanish, language:english",cosmetic surgery,Vietnam,714,17,2025-03-03 14:19:31
1453,b28d7506-7130-4648-a6eb-e7029e418884,dermatology clinic,"language:spanish, feature:telemedicine, feature:financing",cardiology clinic,Colombia,784,96,2025-04-17 14:19:31
1454,d8eae31b-a2ac-4896-bf38-3a3e33a67403,dermatology clinic,"feature:financing, feature:telemedicine, verified",hair transplant,Finland,1201,173,2025-04-06 14:19:31
1455,d4147d03-6cfa-48cf-b62e-110a25848385,cardiology clinic,"feature:financing, verified, feature:luxury",hair transplant,Turkey,69,250,2025-02-27 14:19:31
1456,22cb2720-850c-4dfd-9c3d-ae1977455560,hair transplant,"verified, specialty:cosmetic, rating:4+",dermatology clinic,Denmark,1245,256,2025-03-27 14:19:31
1457,80f58b81-2b7c-4ee3-82a2-79502deb5687,plastic surgery abroad,verified,dental implants,Argentina,757,83,2025-01-18 14:19:31
1458,ccbcbf4b-78ea-47e2-8bc4-dd425c39b57d,cosmetic surgery,"specialty:dental, language:spanish",dental implants,Brazil,245,232,2025-01-27 14:19:31
1459,e493998a-4491-4e40-9042-3a8e8da22a39,dental implants,"specialty:dental, feature:financing, feature:luxury",cheap surrogacy,Italy,398,13,2025-03-07 14:19:31
1460,851031c0-e035-4d75-a90d-75adcc8fe6ce,cardiology clinic,"specialty:cosmetic, language:english",dental implants,Poland,1058,211,2025-02-24 14:19:31
1461,851031c0-e035-4d75-a90d-75adcc8fe6ce,dental implants,feature:telemedicine,plastic surgery abroad,Singapore,1690,80,2025-03-15 14:19:31
1462,b9a6bd75-6cb9-4a2c-968e-51f03b9d5832,cosmetic surgery,"verified, feature:luxury, feature:telemedicine, language:english",mental health support,Ukraine,1036,93,2025-01-27 14:19:31
1463,4dbc217c-7e64-444f-be67-8797f16c084e,dental implants,"feature:luxury, feature:financing, language:english",cardiology clinic,Brazil,242,243,2025-02-05 14:19:31
1464,851031c0-e035-4d75-a90d-75adcc8fe6ce,ivf treatment,"specialty:dental, specialty:cosmetic, feature:financing, rating:4+",ivf treatment,Hungary,1495,100,2025-03-09 14:19:31
1465,cf9d539c-6c2b-4781-81a9-5ee21718cfde,dental implants,"verified, feature:telemedicine",cardiology clinic,Portugal,1307,240,2025-04-08 14:19:31
1466,fca91028-6c39-42ef-b9fc-829f4dcf2615,knee replacement,"feature:telemedicine, specialty:fertility, feature:luxury",mental health support,Thailand,110,151,2025-03-27 14:19:31
1467,ddfef849-4c48-4cfc-9a02-70da505c1021,cosmetic surgery,"language:spanish, feature:telemedicine, feature:financing",knee replacement,South Korea,559,95,2025-03-12 14:19:31
1468,3edec38e-0717-4ef3-b121-68632663ed11,dermatology clinic,"specialty:dental, rating:4+, language:english",cardiology clinic,Norway,1186,183,2025-01-26 14:19:31
1469,45d5aacb-d294-400f-823c-a34abffbd93b,dermatology clinic,"verified, language:spanish",plastic surgery abroad,Georgia,319,296,2025-03-23 14:19:31
1470,adbd2e33-ef6e-4295-9c8a-f485b98050a6,mental health support,"feature:luxury, feature:telemedicine, language:english",plastic surgery abroad,Czech Republic,1433,287,2025-03-15 14:19:31
1471,79cfc04f-5b29-417a-a675-d5e2f1773294,plastic surgery abroad,"feature:luxury, feature:telemedicine",hair transplant,Qatar,958,21,2025-04-04 14:19:31
1472,1fa7cddf-25e6-4919-9deb-cd5cb8427379,cosmetic surgery,"specialty:fertility, rating:4+, language:english, specialty:cosmetic",mental health support,Sweden,1155,22,2025-03-08 14:19:31
1473,adbd2e33-ef6e-4295-9c8a-f485b98050a6,ivf treatment,"verified, specialty:fertility, language:spanish",cardiology clinic,Qatar,974,177,2025-01-26 14:19:31
1474,8508df91-60ae-4372-b6df-b4a623d52be0,ivf treatment,"language:english, feature:luxury",dermatology clinic,Georgia,334,284,2025-03-26 14:19:31
1475,289a5e38-ad4b-44ec-9b67-3a2542c45041,dental implants,"specialty:cosmetic, rating:4+, language:spanish, language:english",dermatology clinic,Chile,818,129,2025-03-17 14:19:31
1476,56d2bb12-af5a-4636-a8b8-d2529670cd19,cardiology clinic,"rating:4+, language:spanish, feature:luxury",knee replacement,Turkey,83,264,2025-04-05 14:19:31
1477,742632d7-eda4-43c6-ab84-66e4c5fae047,mental health support,"specialty:cosmetic, language:spanish, verified",plastic surgery abroad,Georgia,336,90,2025-03-11 14:19:31
1478,1fef9a77-f0fb-4b65-a6a5-790ac1ade98a,cheap surrogacy,"specialty:cosmetic, specialty:fertility",cardiology clinic,Brazil,267,32,2025-04-07 14:19:31
1479,96e83922-dce7-4289-811a-315b688b4cfb,cosmetic surgery,"rating:4+, language:spanish, specialty:fertility",dental implants,Saudi Arabia,944,80,2025-03-24 14:19:31
1480,0c3838a5-1fb2-45c4-9abe-c3fa81eb7abb,cosmetic surgery,"feature:luxury, specialty:dental, specialty:fertility",knee replacement,Australia,484,228,2025-04-07 14:19:31
1481,56d2bb12-af5a-4636-a8b8-d2529670cd19,knee replacement,"feature:financing, language:english",dermatology clinic,USA,11,86,2025-03-05 14:19:31
1482,2275b1e2-f141-42c7-a0dc-ec7d3b172319,dermatology clinic,"feature:telemedicine, rating:4+, language:spanish, feature:financing",knee replacement,Saudi Arabia,950,54,2025-02-28 14:19:31
1483,605797cf-da55-4825-9086-f384733ac54f,cardiology clinic,"language:spanish, language:english",mental health support,South Africa,580,206,2025-02-09 14:19:31
1484,668f5032-6512-4d2e-a4b3-bc8e1e850f80,cardiology clinic,"specialty:cosmetic, verified, feature:telemedicine, feature:luxury",knee replacement,France,365,193,2025-03-03 14:19:31
1485,649a0bf9-f5f3-443a-a8e7-f03002038340,plastic surgery abroad,specialty:cosmetic,mental health support,Denmark,1228,44,2025-01-26 14:19:31
1486,36841339-7fcb-4f31-93ac-009a2fc10403,cosmetic surgery,"feature:telemedicine, verified, specialty:cosmetic, specialty:fertility",ivf treatment,UAE,892,178,2025-02-28 14:19:31
1487,9a154b85-be86-45d0-b73e-eb07a86025bf,cosmetic surgery,"specialty:fertility, feature:luxury, feature:financing, feature:telemedicine",dermatology clinic,Switzerland,1383,22,2025-03-16 14:19:31
1488,373058be-4892-4bd6-a399-40dd4e1f39be,mental health support,"specialty:fertility, language:spanish",plastic surgery abroad,Belgium,1398,59,2025-02-18 14:19:31
1489,c13d8929-b717-448d-9f57-fd27441999b6,ivf treatment,"specialty:dental, language:spanish, verified",cardiology clinic,Georgia,330,70,2025-02-04 14:19:31
1490,6fb9de37-7796-448f-b4b9-fb7329debccc,mental health support,"verified, rating:4+, language:spanish, feature:telemedicine",dental implants,Slovenia,1580,160,2025-02-23 14:19:31
1491,3edec38e-0717-4ef3-b121-68632663ed11,ivf treatment,"feature:financing, language:english, rating:4+, specialty:cosmetic",plastic surgery abroad,Vietnam,687,191,2025-04-04 14:19:31
1492,e9365d1b-3494-4114-9ef1-4d581e392331,cosmetic surgery,"feature:financing, language:spanish, specialty:dental, rating:4+",cardiology clinic,USA,15,137,2025-03-24 14:19:31
1493,d888dcb6-1ccc-43c1-be34-7f69752fbd7e,cheap surrogacy,"language:spanish, verified, rating:4+, specialty:fertility",ivf treatment,Turkey,82,255,2025-02-19 14:19:31
