clinic_id,clinic_name,country,city,specialties,languages_spoken,is_verified,has_profile_photo,has_doctor_bio,has_services_listed,has_prices_listed,has_reviews,completeness_score,average_price,average_review_rating,response_rate_percent,average_response_time_hours,last_updated_date,total_clicks,last_clicked_date,clinic_activity_score,inquiries_last_30_days,last_response_date
810,Alvarez-Kim,Germany,Berlin,Dermatology,"Hindi, Turkish, German",0,0,1,1,0,1,,6778.73,1.4,85,28.2,2025-03-01,352,2025-03-23,80,4,2025-03-20
811,"Chavez, Jones and Williams",Croatia,Zagreb,Cardiology,"Croatian, Turkish",0,0,0,1,1,0,,2893.34,1.8,67,29.3,2025-03-30,246,2025-03-12,98,19,2025-03-22
812,"Wilson, Sweeney and Wong",India,Mumbai,"Dental, Dermatology, Fertility","Croatian, Spanish",0,0,1,1,1,0,,9985.21,1.5,98,28.5,2025-03-24,76,2025-04-13,85,12,2025-03-23
813,"Marsh, Spears and Yang",India,Mumbai,Dental,Turkish,0,1,0,1,0,1,,1016.07,2.6,61,62.3,2025-02-11,200,2025-02-22,74,28,2025-03-29
814,"Thompson, Moore and Castro",Thailand,Phuket,Dental,"German, Spanish, Croatian",1,0,1,1,1,1,,4212.01,1.2,78,63.9,2025-02-26,781,2025-02-22,52,42,2025-04-14
815,Hall-Sullivan,India,Delhi,"Dental, Cardiology",Thai,1,1,1,0,0,0,,7806.57,2.1,75,67.5,2025-01-22,546,2025-04-02,8,12,2025-04-12
816,Lopez Ltd,Mexico,Mexico City,Dental,German,1,0,0,1,1,0,,4938.33,4.7,79,1.8,2025-03-28,694,2025-04-12,10,38,2025-04-13
817,Foster-Mclaughlin,USA,New York,Fertility,"Spanish, Hindi",1,0,1,1,1,1,,1652.01,1.9,54,64.3,2025-02-08,303,2025-03-30,33,37,2025-04-17
818,Cole Group,Germany,Berlin,"Cosmetic Surgery, Dental, Fertility","German, Hindi",0,0,1,1,1,0,,2746.82,1.8,66,60.1,2025-02-27,481,2025-03-15,13,9,2025-03-21
819,Smith-Lewis,Thailand,Phuket,"Dermatology, Cardiology",Spanish,0,0,0,0,1,0,,1472.21,1.8,83,67.1,2025-02-24,175,2025-03-13,69,21,2025-03-26
820,Goodwin-Stokes,Croatia,Split,"Dermatology, Cardiology, Orthopedics",Croatian,1,0,0,0,0,1,,4380.04,2.4,86,54.3,2025-04-16,504,2025-02-27,89,37,2025-04-01
821,Ray PLC,Germany,Hamburg,"Orthopedics, Dental","Turkish, Thai",0,1,1,0,1,0,,8670.96,1.1,98,1.2,2025-02-08,147,2025-04-13,84,10,2025-04-13
822,Diaz and Sons,Mexico,Tijuana,"Cosmetic Surgery, Fertility",Turkish,1,0,1,1,0,1,,4346.88,1.6,54,38.1,2025-03-27,74,2025-03-13,17,20,2025-03-31
823,Wilson-Lambert,Thailand,Chiang Mai,"Dental, Cardiology, Cosmetic Surgery",Turkish,1,0,0,0,0,1,,8084.66,4.8,94,52.8,2025-01-24,861,2025-03-15,55,46,2025-03-30
824,Rose-Fowler,Germany,Hamburg,"Cardiology, Cosmetic Surgery","Spanish, German, Hindi",1,0,0,1,1,1,,6447.63,3.0,98,65.8,2025-01-20,670,2025-03-21,11,22,2025-03-20
825,"Price, Long and Wilson",Mexico,Cancun,"Orthopedics, Dermatology, Cardiology","Spanish, Hindi",0,0,1,1,1,0,,9653.47,1.3,90,48.1,2025-02-18,506,2025-03-10,68,31,2025-04-06
826,Bruce-Williamson,India,Delhi,"Cardiology, Orthopedics, Dermatology","Croatian, Spanish, Thai",1,0,1,0,1,0,,4286.64,1.7,90,57.3,2025-03-02,53,2025-03-05,34,1,2025-03-28
827,"Mccarthy, Evans and Mendez",Croatia,Split,"Orthopedics, Cardiology","Thai, Turkish",0,0,0,0,1,0,,7894.6,2.4,73,20.1,2025-03-26,956,2025-03-16,50,29,2025-03-31
828,Powers LLC,Thailand,Bangkok,Cosmetic Surgery,"German, Spanish, Thai",0,1,1,0,0,0,,3731.77,1.7,55,49.6,2025-03-08,191,2025-03-15,97,21,2025-03-26
829,Allen Inc,Thailand,Bangkok,"Orthopedics, Fertility","Spanish, Turkish, Hindi",0,0,1,1,0,0,,8674.28,4.8,56,40.8,2025-02-27,378,2025-03-26,3,41,2025-04-03
830,Brooks and Sons,India,Mumbai,"Cardiology, Cosmetic Surgery",Hindi,1,1,1,1,0,0,,2344.52,3.5,57,63.3,2025-02-12,844,2025-03-13,9,7,2025-03-20
831,"Price, Carlson and Andrews",Thailand,Phuket,"Fertility, Dental",Hindi,1,0,1,0,0,1,,2496.77,2.2,70,21.8,2025-04-05,334,2025-02-25,41,12,2025-04-15
832,Lopez-Reid,Mexico,Tijuana,Cosmetic Surgery,"Spanish, Turkish, Thai",0,0,1,1,1,0,,652.54,3.5,59,50.5,2025-01-26,821,2025-04-12,36,49,2025-03-24
833,"Ellison, Arias and Thompson",USA,Los Angeles,"Fertility, Orthopedics","Hindi, Croatian",0,1,0,0,1,0,,3080.98,1.5,82,38.4,2025-03-05,411,2025-04-08,17,21,2025-04-01
834,Burns and Sons,Croatia,Split,"Dental, Cosmetic Surgery","Hindi, Turkish, Thai",1,1,1,0,0,1,,7207.97,3.0,97,64.4,2025-03-14,554,2025-03-09,43,46,2025-03-31
835,Edwards Group,Thailand,Chiang Mai,"Dermatology, Cardiology","Spanish, Hindi",0,1,0,0,1,1,,741.26,4.7,50,63.7,2025-04-13,159,2025-02-26,39,23,2025-03-29
836,"Brown, Howard and Smith",Mexico,Tijuana,"Fertility, Dental, Dermatology",Thai,0,1,1,0,0,0,,3577.78,2.9,83,15.5,2025-01-27,435,2025-03-14,94,11,2025-03-28
837,Lee Group,USA,New York,"Cosmetic Surgery, Cardiology","Hindi, Turkish, Thai",1,0,1,0,1,1,,9039.25,4.2,96,68.4,2025-01-26,423,2025-04-09,95,0,2025-04-14
838,"Wagner, Simpson and Cohen",Turkey,Izmir,"Dermatology, Fertility, Cosmetic Surgery","Spanish, English",0,0,0,0,0,0,,1699.81,3.4,91,1.5,2025-03-10,639,2025-04-13,7,24,2025-03-26
839,Mckinney-Wallace,USA,Los Angeles,"Fertility, Orthopedics, Cosmetic Surgery","Spanish, Croatian",1,1,0,0,1,1,,5427.47,1.3,79,13.6,2025-03-26,921,2025-03-27,61,29,2025-04-08
840,Miller Inc,Turkey,Izmir,"Cardiology, Cosmetic Surgery","Spanish, Turkish",0,0,1,0,0,1,,4132.92,3.6,65,52.8,2025-02-27,54,2025-03-14,23,45,2025-04-04
841,Carter LLC,USA,Miami,"Fertility, Dental","Thai, Spanish",0,1,0,0,0,1,,2227.0,1.6,86,65.6,2025-03-22,758,2025-03-23,21,6,2025-03-26
842,Medina and Sons,Thailand,Chiang Mai,"Cardiology, Dental, Cosmetic Surgery",Hindi,0,0,0,1,1,0,,7998.84,4.4,84,15.4,2025-02-06,962,2025-03-30,34,26,2025-04-15
843,Cunningham-Barton,Thailand,Phuket,"Orthopedics, Dermatology, Fertility",Croatian,1,1,0,0,1,1,,8721.62,3.3,99,36.4,2025-04-04,184,2025-02-20,57,38,2025-03-23
844,Dunn-Wilson,Croatia,Dubrovnik,"Dental, Fertility","Spanish, Turkish, English",0,0,1,0,1,1,,7328.26,1.9,95,64.6,2025-03-08,141,2025-03-12,71,33,2025-04-11
845,Adams PLC,Mexico,Cancun,Dermatology,Spanish,1,1,0,0,0,0,,8892.03,2.1,85,35.7,2025-01-21,906,2025-03-20,66,32,2025-04-02
846,Weaver-Sherman,Croatia,Dubrovnik,"Cosmetic Surgery, Fertility","Thai, Croatian, German",1,0,0,1,0,0,,2418.95,2.1,69,17.8,2025-02-28,660,2025-04-13,73,50,2025-03-31
847,"Alexander, Robinson and Coleman",Turkey,Istanbul,"Dental, Cosmetic Surgery",Spanish,0,0,0,0,1,0,,1378.51,1.8,67,47.4,2025-02-12,197,2025-04-15,78,12,2025-03-20
848,"Greer, Potter and Evans",USA,Miami,"Orthopedics, Dental",Thai,1,0,0,0,1,0,,6516.26,3.9,57,15.7,2025-04-03,887,2025-03-06,89,29,2025-04-05
849,Cole LLC,Thailand,Phuket,Dental,Hindi,0,0,0,1,1,0,,1730.27,1.7,57,44.8,2025-04-14,457,2025-04-10,92,21,2025-03-28
850,Gonzales Inc,Germany,Hamburg,"Fertility, Dermatology","Thai, Croatian, Spanish",0,1,0,1,1,1,,2479.82,1.1,61,33.3,2025-01-23,830,2025-03-30,99,33,2025-04-15
851,Clark Ltd,Mexico,Mexico City,Dental,German,0,1,0,1,0,1,,9828.85,1.6,68,27.7,2025-04-16,860,2025-02-25,75,12,2025-03-27
852,"Norris, Callahan and Bishop",Croatia,Split,"Dermatology, Orthopedics",Croatian,0,0,1,0,1,0,,7875.45,1.9,79,9.4,2025-03-14,195,2025-03-22,45,35,2025-04-08
853,Martin-Taylor,India,Mumbai,"Cosmetic Surgery, Fertility",Croatian,0,1,0,0,0,0,,9905.95,4.7,77,9.7,2025-01-30,165,2025-03-19,29,35,2025-04-03
854,Li Inc,Turkey,Istanbul,Cardiology,"English, Turkish, Croatian",1,1,0,1,0,0,,1701.59,2.1,91,68.1,2025-04-05,350,2025-03-29,33,10,2025-03-23
855,"Bell, Campbell and Ryan",Germany,Hamburg,"Dental, Fertility, Cosmetic Surgery",Spanish,0,0,0,1,1,1,,5862.07,4.1,78,27.2,2025-03-10,637,2025-04-14,47,28,2025-03-31
856,Werner-Carter,Germany,Munich,"Cosmetic Surgery, Orthopedics",Spanish,1,1,0,0,1,1,,4624.76,1.4,85,5.2,2025-04-03,816,2025-02-27,65,7,2025-04-17
857,"Adams, Hodge and Duke",Mexico,Cancun,"Orthopedics, Cardiology, Fertility",Turkish,1,1,0,1,0,1,,5404.66,3.2,83,7.9,2025-01-23,375,2025-03-21,13,9,2025-03-31
858,"Ochoa, Taylor and Brady",USA,Miami,Cosmetic Surgery,"English, Turkish, Croatian",0,0,1,1,0,0,,1011.89,3.9,71,6.7,2025-04-12,832,2025-02-22,36,23,2025-04-02
859,Sellers-Riddle,Turkey,Ankara,"Fertility, Orthopedics",English,0,0,0,1,0,1,,5551.07,3.1,72,32.7,2025-01-18,439,2025-03-11,32,31,2025-04-18
860,"Martinez, Cline and Wright",Mexico,Cancun,"Dental, Cosmetic Surgery, Fertility","Croatian, Spanish, Hindi",1,0,1,1,1,1,,4649.68,1.6,72,42.5,2025-02-10,246,2025-02-24,17,44,2025-03-22
861,"Morris, Wright and Bridges",Thailand,Bangkok,Dental,"Turkish, Croatian",1,0,1,1,0,0,,8053.48,1.2,87,35.5,2025-02-18,127,2025-02-19,32,2,2025-04-18
862,Burns-Ray,Germany,Hamburg,"Cardiology, Fertility","Croatian, Hindi, English",1,0,1,0,0,1,,7952.35,1.2,89,44.2,2025-04-14,827,2025-03-12,38,41,2025-03-23
863,Burton-Brooks,India,Mumbai,"Cardiology, Dermatology","Thai, Spanish",0,0,1,1,0,1,,4131.1,3.2,68,8.2,2025-03-01,978,2025-04-12,19,13,2025-04-03
864,Schultz Inc,Turkey,Istanbul,"Orthopedics, Cardiology","Spanish, Croatian",0,1,1,0,0,1,,6037.21,4.6,89,32.7,2025-04-17,68,2025-03-04,33,10,2025-03-21
865,Robertson-Ramirez,Thailand,Phuket,Dental,Turkish,0,1,0,0,0,1,,1021.76,1.6,92,47.8,2025-01-28,822,2025-03-07,80,16,2025-04-15
866,Gibson-Freeman,Croatia,Dubrovnik,Fertility,"Thai, Croatian",1,0,0,0,1,0,,7444.09,3.2,90,42.7,2025-03-12,950,2025-03-07,65,1,2025-03-23
867,"Smith, Schroeder and Oconnor",Croatia,Zagreb,"Orthopedics, Cosmetic Surgery, Cardiology","Spanish, Croatian, English",1,1,0,1,1,1,,9358.82,3.2,53,58.6,2025-03-16,553,2025-04-16,53,30,2025-04-08
868,"Stanton, Reid and Terry",Thailand,Phuket,Fertility,Turkish,0,1,1,0,0,0,,5353.53,3.0,87,20.2,2025-03-28,614,2025-03-07,54,35,2025-03-21
869,Flynn Group,India,Delhi,"Dermatology, Orthopedics","Thai, Turkish, English",1,0,1,0,0,1,,9094.85,1.4,87,31.1,2025-03-04,437,2025-04-16,63,35,2025-03-29
870,Donaldson and Sons,Mexico,Cancun,"Cosmetic Surgery, Cardiology","Spanish, German, Turkish",1,0,1,1,0,1,,6579.99,4.5,76,50.8,2025-03-13,855,2025-03-10,48,24,2025-04-01
871,Adams-Clayton,Mexico,Tijuana,"Cardiology, Orthopedics",German,1,1,0,0,1,0,,1953.02,2.4,74,11.1,2025-03-04,593,2025-03-01,31,40,2025-04-05
872,Kelley-Anderson,Turkey,Izmir,"Fertility, Dental, Dermatology","Hindi, Turkish",0,0,1,0,1,1,,5055.47,5.0,98,38.4,2025-01-31,589,2025-04-14,54,1,2025-03-30
873,Kramer-Shannon,Croatia,Zagreb,Cosmetic Surgery,Spanish,0,0,1,0,0,1,,1525.62,1.9,96,29.9,2025-04-18,349,2025-04-07,31,2,2025-03-20
874,Williams Ltd,Turkey,Ankara,"Cardiology, Dental, Orthopedics","Croatian, Thai",0,0,1,1,1,1,,1874.12,1.5,56,31.5,2025-01-25,32,2025-02-22,24,44,2025-04-09
875,Smith-Noble,Turkey,Istanbul,"Orthopedics, Dermatology, Dental","Croatian, Thai",1,0,0,1,0,0,,8729.84,2.8,85,11.3,2025-03-15,81,2025-03-21,34,26,2025-04-02
876,Alexander Inc,Croatia,Zagreb,Cosmetic Surgery,"Spanish, Turkish, Thai",1,1,0,1,1,1,,9337.94,2.5,69,49.9,2025-04-07,335,2025-03-28,75,16,2025-04-08
877,Harris-Barker,Croatia,Dubrovnik,Dental,Hindi,0,0,0,1,1,0,,7121.41,2.5,94,4.2,2025-04-04,72,2025-03-19,10,27,2025-03-28
878,Khan LLC,Germany,Berlin,Cardiology,"Croatian, Hindi, Turkish",0,1,1,0,1,0,,1450.08,3.3,70,27.4,2025-04-11,388,2025-03-18,0,3,2025-04-18
879,Baxter LLC,India,Bangalore,"Cardiology, Cosmetic Surgery, Fertility","Hindi, Croatian",1,0,0,1,1,1,,6982.88,2.1,97,62.2,2025-01-30,445,2025-03-22,63,26,2025-04-17
880,Pena LLC,Turkey,Ankara,"Fertility, Dental","German, Turkish",1,1,1,1,0,1,,7933.91,2.2,70,69.5,2025-03-25,800,2025-03-17,77,1,2025-04-05
881,Watson Ltd,Mexico,Cancun,"Cosmetic Surgery, Orthopedics","Croatian, Spanish",0,1,1,1,0,0,,4266.66,2.3,88,25.6,2025-04-12,9,2025-03-05,86,27,2025-04-13
882,Williams Ltd,Croatia,Zagreb,Fertility,German,0,1,1,1,1,1,,4311.74,4.1,89,5.8,2025-04-15,106,2025-04-13,22,17,2025-03-27
883,Barber-Fischer,USA,Los Angeles,"Cardiology, Cosmetic Surgery","Croatian, Hindi, Turkish",0,0,0,0,1,1,,5071.4,3.0,85,10.1,2025-04-08,177,2025-03-13,76,22,2025-04-04
884,Rios-Padilla,Croatia,Zagreb,"Orthopedics, Fertility","Turkish, German, Spanish",1,0,0,0,0,0,,2436.96,2.0,97,54.9,2025-02-16,350,2025-04-04,55,22,2025-03-27
885,Lewis Inc,India,Bangalore,"Cardiology, Dental","Hindi, German",0,1,1,0,1,0,,1672.36,3.2,98,17.5,2025-03-08,899,2025-04-02,46,48,2025-03-19
886,Wheeler PLC,Turkey,Istanbul,Dermatology,"German, Croatian",1,1,1,1,0,0,,8532.34,1.3,58,68.1,2025-03-30,957,2025-03-04,57,18,2025-03-25
887,"Wallace, Smith and Cooper",India,Bangalore,"Dermatology, Orthopedics, Dental","Turkish, Croatian",0,0,1,0,1,0,,791.7,4.5,85,39.3,2025-01-21,173,2025-02-25,9,30,2025-04-07
888,Mcneil Group,Germany,Berlin,"Cardiology, Dental, Dermatology","Croatian, Turkish, Spanish",0,1,1,0,0,1,,6284.37,4.2,64,24.1,2025-02-08,515,2025-02-24,18,17,2025-03-30
889,"Anderson, Jones and Reyes",Mexico,Mexico City,Cosmetic Surgery,English,0,0,1,1,1,1,,5384.79,1.3,77,25.5,2025-03-27,285,2025-04-02,32,42,2025-03-19
890,"Shaffer, Garcia and Richardson",Turkey,Ankara,"Orthopedics, Dental","Spanish, Hindi, German",0,1,0,1,0,0,,6596.98,3.6,96,48.5,2025-03-19,659,2025-03-11,15,9,2025-04-01
891,Taylor-Ayala,Thailand,Phuket,"Dermatology, Cosmetic Surgery, Orthopedics","Hindi, Croatian, Turkish",0,0,1,1,1,0,,8456.35,1.4,78,49.4,2025-03-17,385,2025-04-04,4,5,2025-03-22
892,May Ltd,Germany,Hamburg,"Dermatology, Orthopedics, Cosmetic Surgery",German,0,0,0,1,0,0,,2763.54,4.2,59,70.3,2025-01-26,675,2025-03-14,63,1,2025-04-06
893,Jones PLC,Croatia,Zagreb,"Fertility, Dermatology, Dental","Hindi, Croatian, Spanish",0,0,0,0,0,0,,2258.59,1.7,50,2.2,2025-01-20,534,2025-03-25,59,27,2025-04-06
894,Bishop and Sons,USA,Los Angeles,Cardiology,"Hindi, Thai, Croatian",1,1,0,0,0,1,,2298.83,2.5,55,21.5,2025-03-19,919,2025-03-14,37,20,2025-03-29
895,Bell-Lewis,Mexico,Tijuana,Cardiology,"Croatian, English, Turkish",1,1,0,0,1,1,,4382.35,4.9,70,60.1,2025-04-06,35,2025-04-18,25,46,2025-03-25
896,"Hernandez, Jenkins and Parks",USA,New York,"Fertility, Dental","Croatian, German",1,1,1,0,1,0,,9077.92,1.2,77,70.0,2025-01-23,399,2025-03-22,34,5,2025-04-16
897,Miller Inc,USA,Miami,"Cosmetic Surgery, Dermatology",Thai,0,0,1,0,1,1,,1455.43,3.5,87,20.1,2025-01-29,480,2025-04-16,66,39,2025-04-18
898,Goodwin PLC,Turkey,Izmir,Orthopedics,"Hindi, Spanish",1,0,1,1,0,1,,6265.87,4.1,83,17.6,2025-02-22,571,2025-03-14,66,40,2025-03-31
899,"Cruz, Richmond and Edwards",USA,New York,"Dermatology, Orthopedics, Dental","English, German",1,0,1,1,0,1,,9019.53,1.1,88,17.8,2025-04-16,965,2025-04-13,16,27,2025-03-21
900,Wright Ltd,Germany,Munich,"Dermatology, Cardiology","Hindi, Spanish, Turkish",0,1,0,0,1,0,,9437.08,4.1,73,24.8,2025-03-09,994,2025-04-11,58,31,2025-04-04
901,Wright PLC,Turkey,Izmir,Dermatology,"Spanish, Turkish, German",1,0,0,0,0,1,,1373.07,3.9,75,67.7,2025-02-22,272,2025-04-07,20,9,2025-03-30
902,"Griffith, Mitchell and Pugh",Thailand,Chiang Mai,"Cardiology, Dental, Orthopedics",Croatian,1,1,1,0,0,1,,6969.64,2.5,52,23.6,2025-02-13,129,2025-04-18,73,9,2025-04-14
903,Abbott Ltd,Croatia,Split,"Dental, Cardiology",Thai,0,0,1,0,1,1,,3113.54,1.2,60,16.0,2025-04-01,285,2025-02-23,60,11,2025-04-02
904,Harris-Lawson,Mexico,Tijuana,"Cosmetic Surgery, Dermatology, Dental",English,1,0,0,1,1,0,,1355.85,5.0,54,28.7,2025-02-08,946,2025-02-18,98,23,2025-04-18
905,Adkins LLC,Thailand,Bangkok,Cosmetic Surgery,"Thai, Croatian, English",0,0,1,0,0,1,,8916.13,1.4,92,7.1,2025-03-26,437,2025-04-13,95,2,2025-03-26
906,"Brown, Hurst and Blevins",Turkey,Istanbul,"Dental, Cardiology",Spanish,0,0,1,0,1,1,,6964.61,1.0,80,19.2,2025-01-19,849,2025-03-08,11,32,2025-03-31
907,Cruz-Allen,Croatia,Split,"Dermatology, Cosmetic Surgery, Cardiology",Croatian,0,1,1,0,1,1,,1749.3,2.0,80,55.4,2025-02-25,856,2025-03-03,11,39,2025-03-24
908,"Wheeler, Rice and Levine",Germany,Hamburg,Orthopedics,Croatian,1,0,0,0,0,1,,3656.76,1.6,99,40.9,2025-01-30,412,2025-04-04,87,11,2025-04-16
909,Peck-Anderson,Thailand,Chiang Mai,Dermatology,"Turkish, German",0,1,0,1,0,1,,8689.42,4.9,77,3.8,2025-02-23,458,2025-04-06,75,35,2025-04-11
910,"Fisher, Payne and Thompson",Germany,Munich,"Cardiology, Dermatology",Hindi,1,0,1,0,1,1,,4355.98,1.6,53,24.5,2025-04-12,456,2025-02-25,56,17,2025-03-27
911,Best-Townsend,USA,New York,"Orthopedics, Cardiology","German, English",1,1,0,0,0,0,,6143.63,3.2,71,65.1,2025-03-08,109,2025-04-16,63,40,2025-03-27
912,Matthews Inc,Turkey,Izmir,Dermatology,"English, Spanish, Croatian",0,0,1,1,0,0,,1852.08,4.2,95,67.9,2025-01-21,398,2025-04-15,87,44,2025-04-13
913,Lewis-Livingston,Mexico,Tijuana,Orthopedics,"Hindi, German, Spanish",1,1,0,0,0,0,,6835.18,1.7,70,56.7,2025-02-05,365,2025-02-22,7,0,2025-04-13
914,Hunter-Fuller,Croatia,Split,"Dental, Dermatology, Cosmetic Surgery",German,0,0,1,1,1,1,,803.91,2.1,81,8.1,2025-02-21,721,2025-04-06,16,29,2025-03-30
915,"Wang, Henderson and Morales",India,Delhi,"Dermatology, Cardiology","German, Thai, English",0,0,0,0,1,1,,9595.23,3.5,69,55.9,2025-04-17,208,2025-03-05,74,7,2025-04-18
916,"Herrera, Jensen and Ramirez",Turkey,Ankara,Dental,Turkish,0,1,0,0,1,0,,9576.41,5.0,71,63.5,2025-01-30,913,2025-04-07,69,22,2025-04-07
917,Miller-Mccall,Croatia,Zagreb,"Dermatology, Cardiology","Spanish, English",1,1,0,0,0,1,,9655.66,3.3,86,1.9,2025-04-16,407,2025-03-13,54,35,2025-04-17
918,Herrera Group,USA,Miami,"Dermatology, Orthopedics","German, English",0,1,1,0,0,0,,5917.62,2.2,87,50.6,2025-03-02,882,2025-04-04,2,0,2025-04-06
919,"Walters, Davenport and Becker",Thailand,Chiang Mai,"Fertility, Cosmetic Surgery","English, Spanish",0,1,0,0,1,0,,9861.0,2.3,58,64.8,2025-03-26,292,2025-04-12,58,34,2025-04-10
920,Collins Group,Mexico,Tijuana,Dermatology,Thai,0,0,0,1,1,0,,1162.57,3.9,52,41.6,2025-01-26,916,2025-02-20,53,43,2025-04-17
921,"Ashley, Allen and Sanchez",Turkey,Istanbul,Dermatology,"Hindi, Turkish, Croatian",1,0,0,0,0,0,,4148.25,2.8,100,10.7,2025-04-18,288,2025-02-20,86,21,2025-03-19
922,Wilson-Salazar,Thailand,Chiang Mai,"Cardiology, Dermatology, Orthopedics","Croatian, Hindi",0,0,0,1,1,0,,4254.79,1.9,65,30.8,2025-03-27,816,2025-04-18,88,9,2025-04-04
923,Parker Ltd,Turkey,Ankara,"Fertility, Dental, Cosmetic Surgery","Turkish, English",0,0,1,0,0,1,,8497.61,1.9,98,40.1,2025-03-26,193,2025-03-22,89,10,2025-04-15
924,"Yang, Wilson and Zimmerman",Germany,Hamburg,"Dermatology, Fertility, Dental","Hindi, English",1,0,1,0,1,0,,7841.62,3.0,63,39.0,2025-03-07,563,2025-03-14,10,46,2025-03-31
925,"Smith, Crawford and Reed",Turkey,Izmir,"Orthopedics, Dermatology, Fertility","Thai, English, Turkish",0,0,1,0,1,0,,1138.1,4.9,88,67.9,2025-02-12,930,2025-03-12,61,11,2025-03-24
926,"Logan, Le and Jackson",India,Mumbai,"Cosmetic Surgery, Dental","English, Hindi, Spanish",0,1,0,0,0,0,,5736.4,3.5,84,10.0,2025-03-20,138,2025-03-07,19,3,2025-04-10
927,Brady LLC,USA,New York,"Orthopedics, Cosmetic Surgery","Spanish, Thai, Croatian",0,0,1,1,0,0,,6894.7,3.9,97,1.9,2025-04-14,649,2025-04-05,6,17,2025-03-20
928,"Tanner, Wise and Johnson",Germany,Hamburg,Fertility,Spanish,1,1,1,0,0,0,,4042.84,1.8,99,54.9,2025-02-13,95,2025-03-23,42,3,2025-04-05
929,Nelson-Brown,Turkey,Ankara,Dental,"Croatian, English, German",0,1,1,1,1,1,,9079.39,1.4,84,16.9,2025-04-09,700,2025-04-17,83,10,2025-03-30
930,"Proctor, Burton and Crawford",USA,New York,"Dermatology, Dental, Orthopedics","Turkish, Hindi",0,0,0,0,0,1,,2855.44,4.9,84,59.3,2025-04-10,634,2025-03-25,50,10,2025-04-14
931,"Ward, Porter and Bradley",India,Delhi,Dental,"Turkish, English",0,1,1,1,1,1,,4874.79,4.0,52,28.2,2025-01-19,403,2025-02-18,19,5,2025-03-31
932,Moore-Ayala,India,Mumbai,"Cosmetic Surgery, Dental","Hindi, German",1,1,0,1,1,1,,9807.12,3.7,88,55.7,2025-03-21,581,2025-03-23,44,0,2025-04-09
933,"Craig, Wilson and Yang",Germany,Hamburg,"Fertility, Orthopedics",Spanish,0,1,0,1,0,0,,3307.42,1.6,63,56.8,2025-01-23,140,2025-02-19,94,21,2025-03-19
934,Williams Inc,Germany,Hamburg,"Cosmetic Surgery, Dermatology, Fertility",Thai,0,1,0,1,0,0,,7381.37,4.6,95,7.0,2025-02-01,584,2025-03-06,48,16,2025-04-11
935,Williams LLC,Mexico,Tijuana,"Fertility, Dermatology","German, Turkish, Spanish",1,0,1,0,0,0,,2977.05,1.8,52,58.4,2025-03-19,79,2025-04-13,90,23,2025-03-22
936,Mora-White,Germany,Hamburg,"Orthopedics, Dental","Thai, German",1,1,1,1,1,1,,8062.63,2.6,95,64.5,2025-03-15,739,2025-02-28,81,21,2025-03-19
937,Tran Ltd,Mexico,Mexico City,Orthopedics,"Hindi, Turkish",1,1,1,1,0,1,,2481.91,2.1,55,13.6,2025-03-13,378,2025-04-17,68,44,2025-03-20
938,"Rios, Walker and Wright",USA,Miami,"Cardiology, Cosmetic Surgery","English, German, Spanish",1,0,1,1,1,1,,3369.83,2.8,57,61.6,2025-03-19,13,2025-03-20,35,8,2025-04-11
939,"Flores, Mckenzie and Duncan",Turkey,Izmir,"Dental, Cosmetic Surgery, Fertility","English, German",0,1,0,0,0,1,,8257.49,2.2,70,63.9,2025-03-22,735,2025-02-26,7,28,2025-03-31
940,Shaw Inc,Thailand,Bangkok,"Orthopedics, Fertility, Dental","English, Croatian, Hindi",0,1,1,0,0,0,,1254.31,3.9,78,7.6,2025-02-06,287,2025-03-29,20,13,2025-04-07
941,Walker PLC,Croatia,Dubrovnik,"Dermatology, Fertility","Hindi, Turkish",1,1,1,0,0,1,,2342.96,4.9,91,67.3,2025-01-22,25,2025-03-05,67,26,2025-03-24
942,Finley Inc,Turkey,Izmir,Fertility,"Turkish, Croatian",0,1,1,1,1,0,,2352.3,1.0,67,65.7,2025-01-26,847,2025-04-16,97,40,2025-03-27
943,Cline-Ayala,Turkey,Istanbul,"Cardiology, Dental",German,1,0,0,0,0,1,,8635.18,1.7,58,5.7,2025-03-26,327,2025-03-20,84,12,2025-04-15
944,Murphy-Tran,Thailand,Bangkok,"Cosmetic Surgery, Fertility, Dental",Croatian,1,0,1,0,0,0,,1655.42,2.5,72,25.9,2025-03-30,530,2025-02-28,50,11,2025-03-20
945,Wood LLC,Germany,Berlin,"Dermatology, Fertility, Orthopedics",German,0,1,1,0,0,0,,2105.27,3.6,99,58.8,2025-03-20,716,2025-03-10,24,33,2025-03-30
946,"Mueller, Stevenson and Sanchez",India,Delhi,Cosmetic Surgery,"Croatian, Turkish",0,1,0,0,0,1,,4554.8,3.0,52,34.3,2025-04-07,929,2025-04-15,70,29,2025-04-17
947,Vargas-Snyder,India,Delhi,"Cardiology, Orthopedics",Croatian,0,0,1,0,0,0,,5168.23,1.6,56,26.1,2025-02-07,227,2025-02-20,71,43,2025-04-01
948,Oconnor PLC,Germany,Berlin,"Dental, Orthopedics, Cardiology","Croatian, German, Hindi",1,1,1,0,1,1,,7660.64,1.5,63,70.6,2025-03-22,707,2025-04-09,18,10,2025-03-20
